Сургалтын_төлөвлөгөөний_дугаар,Хөтөлбөрийн_дугаар,Сургалтын_төлөвлөгөө,Хөтөлбөрийн_нэр,Хөтөлбөр_Батлагдсан_он
7b670d553471ad0fd7491c75bad587ff,4eef31a708c63ef7f26deca0c76fc599,2017,Биологи,2022
26b58a41da329e0cbde0cbf956640a58,4eef31a708c63ef7f26deca0c76fc599,2018,Биологи,2022
0b081776bae790b4ee7c059c23b96b3a,4eef31a708c63ef7f26deca0c76fc599,2021,Биологи,2022
d811406316b669ad3d370d78b51b1d2e,76cfeacd8b9aed5ce67518273962fdf6,2017,Хими,2022
a428bc20ca44f5d446cee54837b4fd6f,76cfeacd8b9aed5ce67518273962fdf6,2019,Хими,2022
0b846c55b4bde6baae8c12a2e53ae8c7,76cfeacd8b9aed5ce67518273962fdf6,2020,Хими,2022
080acdcce72c06873a773c4311c2e464,185c4ac15f0cdbe508f3092d449855ed,2014,Түүх,2022
cf63547fadc1aa6e897a62291e0cb124,185c4ac15f0cdbe508f3092d449855ed,2020,Түүх,2022
e7d4c8d4fe04d9b4539a075d809c6d01,968eee94095ce2fd32a9e5624c6d2f8b,2011,Утга зохиол судлал,2022
8ef0327d29dfae100751f4ed0a042790,968eee94095ce2fd32a9e5624c6d2f8b,2014,Утга зохиол судлал,2022
060afc8a563aaccd288f98b7c8723b61,968eee94095ce2fd32a9e5624c6d2f8b,2020,Утга зохиол судлал,2022
7d3010c11d08cf990b7614d2c2ca9098,fc18ec6f7999704adbe92763442ce26e,2008,Монгол судлал,2022
ea06ed6e977637a81ea9d22b3090e28a,fc18ec6f7999704adbe92763442ce26e,2020,Монгол судлал,2022
b607aa5b2fd58dd860bfb55619389982,fc18ec6f7999704adbe92763442ce26e,2021,Монгол судлал,2022
b8a03c5c15fcfa8dae0b03351eb1742f,5175a030eda0b017749510871602ebd3,2021,Монгол судлал,2022
7aa685b3b1dc1d6780bf36f7340078c9,e38f9ce55b5bc3af69704309d3b16ac3,2020,Утга зохиол судлал,2022
a01dfc715df9621113e91549c0ee7651,008dbdb96a30d6ab9f60a98c9a158988,2019,"Олон улс, орон судлал (Археологи-Хятад хэл)",2022
e1054bf2d703bca1e8fe101d3ac5efcd,008dbdb96a30d6ab9f60a98c9a158988,2020,"Олон улс, орон судлал (Археологи-Хятад хэл)",2022
2e855f9489df0712b4bd8ea9e2848c5a,008dbdb96a30d6ab9f60a98c9a158988,2021,"Олон улс, орон судлал (Археологи-Хятад хэл)",2022
d5036c64412973d610202be8dce2b82a,008dbdb96a30d6ab9f60a98c9a158988,2022,"Олон улс, орон судлал (Археологи-Хятад хэл)",2022
f0bf4a2da952528910047c31b6c2e951,4e49a3d73a9df087b0d88eba6e3bd688,2021,"Монгол хэл, уран зохиолын боловсрол",2022
3713bdda7149579475f3734e8bd0e14a,d869b24b85d7129def507b2e4308d74d,2021,Боловсрол судлал,2022
2cfa8f9e50e0f510ede9d12338a5f564,88ec307e82e1e1feab3bc18fa6be0c28,2021,Гадаад хэлний боловсрол,2022
d403137434343677b98efc88cbd5493d,a514afb90f83186842517924b3165aa7,2020,Түүх,2022
20cf775fa6b5dfe621ade096f5d85d52,09599911ce8e9416cf2abaa97914091d,2021,Археологи,2022
02b5b45ce743bc3f285ec4d39b5968c3,293689c2ea35196929f941861a5b22a2,2020,Хими,2022
fb09f481d40c4d3c0861a46bd2dc52c0,5e483213cbda803e58962413240c2b23,2021,Биологи,2022
b64a70760bb75e3ecfd1ad86d8f10c88,096ee21be9836859b5f2d59282fb5e0d,2022,Нийтийн удирдлага ,2022
c6ede20e6f597abf4b3f6bb30cee16c7,faeb55e700510abcfe60cfd6d378e38c,2021,Бизнесийн удирдлага,2022
6e616e79d491ba42638558caf0364003,d5b7ebf290f3068131c93e7c4fff170f,2019,Археологи,2022
ca172e964907a97d5ebd876bfdd4adbd,d5b7ebf290f3068131c93e7c4fff170f,2020,Археологи,2022
faad95253aee7437871781018bdf3309,d5b7ebf290f3068131c93e7c4fff170f,2021,Археологи,2022
e327b1649d06bf74fceb4fe73f83bdba,d5b7ebf290f3068131c93e7c4fff170f,2022,Археологи,2022
5a9542c773018268fc6271f7afeea969,1f9c9dfc886d004720082727709617f4,2019,Хими ,2022
90fd4f88f588ae64038134f1eeaa023f,1f9c9dfc886d004720082727709617f4,2020,Хими ,2022
f5ac21cd0ef1b88e9848571aeb53551a,1f9c9dfc886d004720082727709617f4,2021,Хими ,2022
aba22f748b1a6dff75bda4fd1ee9fe07,1f9c9dfc886d004720082727709617f4,2022,Хими ,2022
1f2b325dcdaf12a68ed498273206d263,40776166eb6d4c33221f5d2e2510ec3b,2021,Хэрэглээний физик,2022
91a4d5c9c78d0de89b38ff408f49f39c,2a9cb0b2c4d97c2a36d13b55e3ab0602,2019,Эдийн засаг,2022
6a6610feab86a1f294dbbf5855c74af9,2a9cb0b2c4d97c2a36d13b55e3ab0602,2020,Эдийн засаг,2022
03a3655fff3e9bdea48de9f49e938e32,2a9cb0b2c4d97c2a36d13b55e3ab0602,2021,Эдийн засаг,2022
4f164cf233807fc02da06599a1264dee,2a9cb0b2c4d97c2a36d13b55e3ab0602,2022,Эдийн засаг,2022
12b668a1ada1828ba795332f419d4ef7,dd0054c5a7405ea958c938daba666bfb,2019,Түүх соёлын дурсгалт зүйлийн сэргээн засварлалт ,2022
04fcc65450efcccdc9869442c3e36310,dd0054c5a7405ea958c938daba666bfb,2020,Түүх соёлын дурсгалт зүйлийн сэргээн засварлалт ,2022
043c2ec6c6390dd0ac5519190a57c88c,dd0054c5a7405ea958c938daba666bfb,2021,Түүх соёлын дурсгалт зүйлийн сэргээн засварлалт ,2022
f1ea154c843f7cf3677db7ce922a2d17,dd0054c5a7405ea958c938daba666bfb,2022,Түүх соёлын дурсгалт зүйлийн сэргээн засварлалт ,2022
173f0f6bb0ee97cf5098f73ee94029d4,92f46cb94f2bcd7986a9f3fc6f68906d,2021,Төрийн захиргааны менежмент,2022
4aeae10ea1c6433c926cdfa558d31134,6e75a393482250a2e4703235da4bf965,2019,Биологи,2022
86b48b560a92d18429bcfca2c70ee733,6e75a393482250a2e4703235da4bf965,2020,Биологи,2022
2406a0a94c80406914ff2f6c9fdd67d5,6e75a393482250a2e4703235da4bf965,2022,Биологи,2022
69f62956429865909921fa916d61c1f8,33689e1f658297ca94204d892d80ef3c,2022,Хүрээлэн буй орчны инженерчлэл ,2022
197838c579c3b78927e0cd15ba4c9689,36d620605b4e7559ca075b8c8a5e2196,2019,Төрийн удирдлага ,2022
73d915c91b99b170993ea97d875a6330,36d620605b4e7559ca075b8c8a5e2196,2020,Төрийн удирдлага ,2022
237168031d88451c78fd8d6d6378c0b2,36d620605b4e7559ca075b8c8a5e2196,2021,Төрийн удирдлага ,2022
7a0c1035bcb33b6d86942ecbedb37267,8d49146239ec63394b2181caa438a0c8,2022,Геофизик,2022
9e95248d9b714a96f47fd159b4c6e911,4fbdb35a7995c8f1b76ae4b2dcd290c6,2022,Сэтгүүл зүй,2019
358f9e7be09177c17d0d17ff73584307,6d88e754029386179cf741fa92c23ca9,2019,Утга зохиол судлал,2022
45be58330c9a2ac2bc408ec210820fab,6d88e754029386179cf741fa92c23ca9,2020,Утга зохиол судлал,2022
2c26f9a59b0ba61233e6fc0af8e47f14,e558192d05c4e99a143d614eecd4a955,2022,Хэрэглээний физик,2022
a4bd4d2b1cc64abf1fffb8103da2b890,e0cd581fdbb7d4a2c0b82178a983d9cf,2022,"Соёлын биет өвийн хадгалалт, хамгааалалтын технологи",2022
c7b4bb942f0b5d4860d4319772182765,65aeef4dc82dbecf304446e002ec684d,2019,Байгаль орчныг хамгаалах технологи ,2022
4eff0720836a198b6174eecf02cbfdbf,65aeef4dc82dbecf304446e002ec684d,2020,Байгаль орчныг хамгаалах технологи ,2022
1dba3025b159cd9354da65e2d0436a31,65aeef4dc82dbecf304446e002ec684d,2021,Байгаль орчныг хамгаалах технологи ,2022
8cea559c47e4fbdb73b23e0223d04e79,65aeef4dc82dbecf304446e002ec684d,2022,Байгаль орчныг хамгаалах технологи ,2022
e9470886ecab9743fb7ea59420c245d2,daa092f6f4852a14e78d1c117414acbf,2022,УС-ийн иргэнд зориулсан сургалт,2022
9a0ee0a9e7a42d2d69b8f86b3a0756b1,406b3f4aca71ae8aa434330ee3e5fc9e,2022,"Олон улс, орон судлал (Археологи-Солонгос хэл/  ",2022
84b20b1f5a0d103f5710bb67a043cd78,f304229686a76cac1017e23c6b7b8158,2014,Солонгос хэлний анхан 1-р шат,2014
b06f50d1f89bd8b2a0fb771c1a69c2b0,c9af46f673bb69d2f1999917cccd67b7,2014,Солонгос хэлний анхан 2-р шат,2014
415e1af7ea95f89f4e375162b21ae38c,6e5ef4ac6d24338393ea570b0d8df46a,2014,Солонгос хэлний дунд 1-р шат,2014
1b113258af3968aaf3969ca67e744ff8,4d2062c4d8bb70d9f859dec102a3744a,2014,Хятад хэлний анхан 1-р шат,2014
f0f6ba4b5e0000340312d33c212c3ae8,33a2768fc32e44c79b61108d7109bbbe,2014,Хятад хэлний анхан 2-р шат,2014
9d28de8ff9bb6a3fa41fddfdc28f3bc1,01913e92b5662e6cab810a12be96e267,2014,Хятад хэлний дунд 1-р шат,2014
92a0e7a415d64ebafcb16a8ca817cde4,5d56d8b4b9b9727bc382aef7a4c23c58,2014,Хятад хэлний дунд 2-р шат,2014
86ecfcbc1e9f1ae5ee2d71910877da36,37ee3f7e3f7cd7137900eb4e8a51828a,2014,Хятад хэлний дээд 1-р шат,2014
a7789ef88d599b8df86bbee632b2994d,b92f564ffad7521cd81e7935695c1734,2014,Археологи,2014
ba036d228858d76fb89189853a5503bd,ed3d2284f0cbc42e59502106ab8d995d,2013,Эдийн засаг,2014
63f44623dd8686aba388944c8810087f,ed3d2284f0cbc42e59502106ab8d995d,2014,Эдийн засаг,2014
d8bf84be3800d12f74d8b05e9b89836f,d2607c9ce2854d63aef5172ce32ac2b8,2014,Улс төр судлал,2014
f2e43fa3400d826df4195a9ac70dca62,c0e9fbaebfd7e8bd1f36b8ce50efe8de,2014,Сэтгэл судлал,2014
eb06b9db06012a7a4179b8f3cb5384d3,4d3232a9c3f0b1ccd283d4afee38052c,2014,Социологи,2014
ca851e9f71b25d2d588b7e0d4de3d627,623995261acd5778281ff1a0bda148f7,2013,Антропологи,2014
f35a2bc72dfdc2aae569a0c7370bd7f5,623995261acd5778281ff1a0bda148f7,2014,Антропологи,2014
30f8f6b940d1073d8b6a5eebc46dd6e5,4d8abc45cc17e9ec03a14b7754e02caa,2014,Сэтгүүл зүй,2014
daaaf13651380465fc284db6940d8478,16573bc2ecdd22db6fb14422ded4390f,2014,Биологи,2014
e727fa59ddefcefb5d39501167623132,c6e6a4e6a3c346f35a95c51ed9182e43,2014,Экологи,2014
f8da71e562ff44a2bc7edf3578c593da,0463b6aa84f5df63bc6c1716741eef2a,2014,Хими,2014
5ac8bb8a7d745102a978c5f8ccdb61b8,f5d7f6f6155304803a27bde49090ae98,2014,Геологи,2014
028ee724157b05d04e7bdcf237d12e60,f0d1f07d07d28fba9d6a419bfa5698ae,2014,Физик,2014
0bed45bd5774ffddc95ffe500024f628,63e92c2d13403a2fc561ccab10822d5a,2014,Математик,2014
0b7e926154c1274e8b602ff0d7c133d7,e7b54b5a61467465db46c9a3913f80cf,2014,Нийгмийн ажил,2014
0172d289da48c48de8c5ebf3de9f7ee1,85fb81ba1762ec5c4f50df8651283c0e,2014,Математик,2014
125b93c9b50703fe9dac43ec231f5f83,85fb81ba1762ec5c4f50df8651283c0e,2023,Математик,2014
1a99f6821980ac99136dcd2f1e9c8740,407f6606a154bc87b2858af684c90528,2014,Физик,2014
e2c4a40d50b47094f571e40efead3900,407f6606a154bc87b2858af684c90528,2020,Физик,2014
820a8f5c40c91fbd63f19519314ca277,407f6606a154bc87b2858af684c90528,2023,Физик,2014
8b3bac12926cc1d9fb5d68783376971d,0dfa791e787835c6e77c3de1c50e0715,2014,Хими,2014
78bc62d08a9a0b9b0b9c0ad339ef82d3,0dfa791e787835c6e77c3de1c50e0715,2016,Хими,2014
eeaebbffb5d29ff62799637fc51adb7b,0dfa791e787835c6e77c3de1c50e0715,2020,Хими,2014
a8ed71126b12732b838cee58de4efe3f,0dfa791e787835c6e77c3de1c50e0715,2023,Хими,2014
85690f81aadc1749175c187784afc9ee,eae06eb717d52616669d1d5009db5dbb,2014,Биологи,2014
512fc3c5227f637e41437c999a2d3169,eae06eb717d52616669d1d5009db5dbb,2016,Биологи,2014
c0a5a65e55124eae3388586316a25f57,eae06eb717d52616669d1d5009db5dbb,2023,Биологи,2014
327708dd10d68b1361ad3addbaca01f2,f62c81bf533500172d9d8ed8e97a1c52,2014,Экологи,2014
6ad4174eba19ecb5fed17411a34ff5e6,f62c81bf533500172d9d8ed8e97a1c52,2016,Экологи,2014
8073bd4ed0fe0c330290c58056a2cd5e,f62c81bf533500172d9d8ed8e97a1c52,2023,Экологи,2014
e8f2779682fd11fa2067beffc27a9192,d4328e8a1ded1b4aa7be4503e438c59c,2014,Биохими,2014
8004d637b6236202217be3dfcdd8ce59,d4328e8a1ded1b4aa7be4503e438c59c,2016,Биохими,2014
98ed99f6e48755fa5aeafc04675a7e67,d4328e8a1ded1b4aa7be4503e438c59c,2023,Биохими,2014
c94a589bdd47870b1d74b258d1ce3b33,d4328e8a1ded1b4aa7be4503e438c59c,2023,Биохими,2014
e6af401c28c1790eaef7d55c92ab6ab6,6a4399abc6c727d16f7b4604c7c6a317,2014,Биотехнологи,2017
5ad742cd15633b26fdce1b80f7b39f7c,6a4399abc6c727d16f7b4604c7c6a317,2023,Биотехнологи,2017
5a66b9200f29ac3fa0ae244cc2a51b39,6a4399abc6c727d16f7b4604c7c6a317,2023,Биотехнологи,2017
ade55409d1224074754035a5a937d2e0,89373258b1601b7e1579d6e8d992b5ea,2014,"Хэл, уран зохиол (Монгол хэл)",2014
b937176da86d4bb5f0ac63aaecf540ea,89373258b1601b7e1579d6e8d992b5ea,2023,"Хэл, уран зохиол (Монгол хэл)",2014
353de26971b93af88da102641069b440,5cc74b8e4692e6505a9cc1ac4872910f,2014,Философи,2014
2b45e8d6abf59038a975faeeb6dc0782,5cc74b8e4692e6505a9cc1ac4872910f,2016,Философи,2014
5ca359ab1e9e3b9c478459944a2d9ca5,5cc74b8e4692e6505a9cc1ac4872910f,2023,Философи,2014
e49eb6523da9e1c347bc148ea8ac55d3,5cc74b8e4692e6505a9cc1ac4872910f,2023,Философи,2014
d0bb8259d8fe3c7df4554dab9d7da3c9,ad9d52fce71313872240770ed964bb45,2014,Шашин судлал,2014
2227d753dc18505031869d44673728e2,ad9d52fce71313872240770ed964bb45,2016,Шашин судлал,2014
0b9e57c46de934cee33b0e8d1839bfc2,ad9d52fce71313872240770ed964bb45,2023,Шашин судлал,2014
d94fd74dcde1aa553be72c1006578b23,ad9d52fce71313872240770ed964bb45,2023,Шашин судлал,2014
6b8b8e3bd6ad94b985c1b1f1b7a94cb2,249dc035f680f1a0a8ca0471d1c95226,2014,Эдийн засаг,2014
dc6a7e655d7e5840e66733e9ee67cc69,249dc035f680f1a0a8ca0471d1c95226,2016,Эдийн засаг,2014
f1e5284674fd1e360873c29337ebe2d7,249dc035f680f1a0a8ca0471d1c95226,2023,Эдийн засаг,2014
e833e042f509c996b1b25324d56659fb,8225d28c92834834097227b450328821,2014,Хэл шинжлэл (Орос),2014
a41b3bb3e6b050b6c9067c67f663b915,8225d28c92834834097227b450328821,2016,Хэл шинжлэл (Орос),2014
5e8a5161de49c943dd66591511207f50,8225d28c92834834097227b450328821,2023,Хэл шинжлэл (Орос),2014
80b618ebcac7aa97a6dac2ba65cb7e36,8225d28c92834834097227b450328821,2023,Хэл шинжлэл (Орос),2014
09b69adcd7cbae914c6204984097d2da,c8c7531695103dfdae90d246235fe167,2014,Улс төр судлал,2014
21b29648a47a45ad16bb0da0c004dfba,c8c7531695103dfdae90d246235fe167,2023,Улс төр судлал,2014
5d75b942ab4bd730bc2e819df9c9a4b5,920146552fbc01b72b43cc1ebac146bb,2014,Хэл шинжлэл (Герман),2014
1160453108d3e537255e9f7b931f4e90,920146552fbc01b72b43cc1ebac146bb,2016,Хэл шинжлэл (Герман),2014
764a9f2462bf088af07b6ae6c107e62c,920146552fbc01b72b43cc1ebac146bb,2023,Хэл шинжлэл (Герман),2014
681a23b0649e61ca572cb5bb8db206ec,920146552fbc01b72b43cc1ebac146bb,2023,Хэл шинжлэл (Герман),2014
504c296f8eb5fd521e744da4e8371f28,614a7806325e5de3d7219fba0050a426,2014,Хэл шинжлэл (Хятад),2014
a78482ce76496fcf49085f2190e675b4,614a7806325e5de3d7219fba0050a426,2014,Хэл шинжлэл (Хятад),2014
d693d554e0ede0d75f7d2873b015f228,614a7806325e5de3d7219fba0050a426,2023,Хэл шинжлэл (Хятад),2014
9873eaad153c6c960616c89e54fe155a,614a7806325e5de3d7219fba0050a426,2023,Хэл шинжлэл (Хятад),2014
d3d80b656929a5bc0fa34381bf42fbdd,1aa71ec598870f046201f2526e63ef70,2014,Түүх,2014
151de84cca69258b17375e2f44239191,1aa71ec598870f046201f2526e63ef70,2023,Түүх,2014
56cb94cb34617aeadff1e79b53f38354,4566a93d9f217bdb3de4336fa963b759,2014,Сэтгэл судлал,2014
2bb0502c80b7432eee4c5847a5fd077b,4566a93d9f217bdb3de4336fa963b759,2016,Сэтгэл судлал,2014
56a3107cad6611c8337ee36d178ca129,4566a93d9f217bdb3de4336fa963b759,2023,Сэтгэл судлал,2014
488c1e0332065eb80e1129139a67d6e0,4d1988fe770c89e8f7e5fbd759031ae3,2014,Археологи,2014
fdbd31f2027f20378b1a80125fc862db,4d1988fe770c89e8f7e5fbd759031ae3,2016,Археологи,2014
c5c1bda1194f9423d744e0ef67df94ee,4d1988fe770c89e8f7e5fbd759031ae3,2022,Археологи,2014
70821a40b06f8751781d5a895357da67,4d1988fe770c89e8f7e5fbd759031ae3,2023,Археологи,2014
3fc2c60b5782f641f76bcefc39fb2392,6e28ce31ba228dc503b437b84f1aaee6,2014,Нийгмийн ажил,2014
b27d5296bede63b1493a5d321d4e8092,6e28ce31ba228dc503b437b84f1aaee6,2023,Нийгмийн ажил,2014
b030afbb3a8af8fb0759241c97466ee4,7649c46e7dd065ca1229b21fee925008,2014,Сэтгүүл зүй,2014
a081cab429ff7a3b96e0a07319f1049e,7649c46e7dd065ca1229b21fee925008,2016,Сэтгүүл зүй,2014
b7046757c3682a28c5bf2024e57678a0,7649c46e7dd065ca1229b21fee925008,2023,Сэтгүүл зүй,2014
0fe6a94848e5c68a54010b61b3e94b0e,7649c46e7dd065ca1229b21fee925008,2023,Сэтгүүл зүй,2014
12311d05c9aa67765703984239511212,78b62613aa46fab7e1232eb41611eb88,2014,Социологи,2014
bd380c81db012b113b6ab112b847e52b,78b62613aa46fab7e1232eb41611eb88,2023,Социологи,2014
bf2fb7d1825a1df3ca308ad0bf48591e,e88130d04c008df87c0c2c21dbe2cea0,2014,Гадаад хэлний орчуулга (Англи),2014
f885a14eaf260d7d9f93c750e1174228,e88130d04c008df87c0c2c21dbe2cea0,2023,Гадаад хэлний орчуулга (Англи),2014
0e1ebad68af7f0ae4830b7ac92bc3c6f,7a5b51084f2b26cfcccecd235186be91,2014,Гадаад хэлний орчуулга (Орос),2014
6f1d0705c91c2145201df18a1a0c7345,7a5b51084f2b26cfcccecd235186be91,2014,Гадаад хэлний орчуулга (Орос),2014
748d6b6ed8e13f857ceaa6cfbdca14b8,7a5b51084f2b26cfcccecd235186be91,2016,Гадаад хэлний орчуулга (Орос),2014
ac9edbbe0533cef12e50fd6fb6cfde52,7a5b51084f2b26cfcccecd235186be91,2023,Гадаад хэлний орчуулга (Орос),2014
6d34d468ac8876333c4d7173b85efed9,7a5b51084f2b26cfcccecd235186be91,2023,Гадаад хэлний орчуулга (Орос),2014
d309cd6396e744600c943fada20f686a,4ee4ebd38afb739ec09065fcae81087b,2014,Гадаад хэлний орчуулга (Солонгос),2014
4b29fa4efe4fb7bc667c7b301b74d52d,4ee4ebd38afb739ec09065fcae81087b,2014,Гадаад хэлний орчуулга (Солонгос),2014
d87c68a56bc8eb803b44f25abb627786,4ee4ebd38afb739ec09065fcae81087b,2016,Гадаад хэлний орчуулга (Солонгос),2014
